gene_id	gene_name	longest_transcript_exon_length
ENSMUSG00000029322.12	Plac8	1224
ENSMUSG00000104993.1	Gm43510	353
ENSMUSG00000029319.8	Coq2	1743
ENSMUSG00000085269.1	Gm15777	876
ENSMUSG00000035273.14	Hpse	3117
ENSMUSG00000035266.16	Helq	3689
ENSMUSG00000016833.14	Mrps18c	820
ENSMUSG00000104761.1	Gm43511	2297
ENSMUSG00000035234.18	Abraxas1	2182
ENSMUSG00000105607.1	Gm43513	1076
ENSMUSG00000105755.1	Gm43514	424
ENSMUSG00000077354.1	Gm26286	134
ENSMUSG00000087611.1	4930458D05Rik	3055
ENSMUSG00000029314.14	Gpat3	3059
ENSMUSG00000106178.1	Gm42987	2350
ENSMUSG00000106255.1	Gm36793	922
ENSMUSG00000105965.1	Cycs-ps2	292
ENSMUSG00000106610.1	Gm43103	802
ENSMUSG00000092503.1	Gm20484	231
ENSMUSG00000035187.10	Nkx6-1	3138
ENSMUSG00000105097.1	Gm42133	637
ENSMUSG00000106164.1	9430085M18Rik	1178
ENSMUSG00000029330.8	Cds1	3924
ENSMUSG00000104966.1	Gm43273	2594
ENSMUSG00000105632.1	Gm43272	1584
ENSMUSG00000043940.15	Wdfy3	14274
ENSMUSG00000092354.7	Gm20548	791
ENSMUSG00000106451.1	Gm42934	1345
ENSMUSG00000105761.1	Gm43787	1037
ENSMUSG00000106492.1	Gm29707	659
ENSMUSG00000105088.1	Gm17978	769
ENSMUSG00000106189.1	Gm42933	2069
ENSMUSG00000106295.1	Gm42932	744
ENSMUSG00000106586.1	1700013M08Rik	798
ENSMUSG00000057315.14	Arhgap24	4277
ENSMUSG00000046709.17	Mapk10	7198
ENSMUSG00000105253.1	Gm42522	255
ENSMUSG00000105947.1	Gm43789	2472
ENSMUSG00000104956.1	4930429D17Rik	1624
ENSMUSG00000104688.1	Gm18702	588
ENSMUSG00000104808.1	Gm42619	1136
ENSMUSG00000105426.1	1700021F02Rik	350
ENSMUSG00000104684.1	5430427N15Rik	2393
ENSMUSG00000034573.14	Ptpn13	7915
ENSMUSG00000104580.1	Gm42620	630
ENSMUSG00000088474.1	Gm23085	293
ENSMUSG00000029321.1	Slc10a6	2124
ENSMUSG00000084126.1	Gm15844	576
ENSMUSG00000105018.1	Gm43546	943
ENSMUSG00000029320.11	1700016H13Rik	1447
ENSMUSG00000088121.1	Gm25721	171
ENSMUSG00000029313.18	Aff1	8323
ENSMUSG00000029312.12	Klhl8	3193
ENSMUSG00000105019.1	Gm43547	328
ENSMUSG00000095133.1	Gm24897	107
ENSMUSG00000034528.15	Hsd17b13	1708
ENSMUSG00000082527.1	Gm8200	222
ENSMUSG00000029311.16	Hsd17b11	2234
ENSMUSG00000106035.1	Gm43545	2779
ENSMUSG00000029310.13	Nudt9	1488
ENSMUSG00000093690.1	Mir5619	61
ENSMUSG00000105261.1	Gm43333	2262
ENSMUSG00000091034.8	Gm17660	522
ENSMUSG00000029309.7	Sparcl1	2759
ENSMUSG00000097877.2	Gm26703	2982
ENSMUSG00000053268.7	Dspp	4431
ENSMUSG00000029307.7	Dmp1	2764
ENSMUSG00000105615.1	Gm31048	1061
ENSMUSG00000094432.1	Gm23616	110
ENSMUSG00000029306.8	Ibsp	2068
ENSMUSG00000053863.3	Mepe	1682
ENSMUSG00000029304.14	Spp1	1507
ENSMUSG00000105954.1	Gm42793	1252
ENSMUSG00000034462.9	Pkd2	5219
ENSMUSG00000079065.3	BC005561	5409
ENSMUSG00000097392.2	D930016D06Rik	3805
ENSMUSG00000048334.8	Gm8258	1449
ENSMUSG00000072774.10	Zfp951	2904
ENSMUSG00000029299.14	Abcg3	3035
ENSMUSG00000096561.1	Gm24097	107
ENSMUSG00000105555.1	Gm43856	369
ENSMUSG00000104899.1	Gm43855	507
ENSMUSG00000106392.1	Gm5870	282
ENSMUSG00000034438.16	Gbp8	3382
ENSMUSG00000029298.15	Gbp9	5043
ENSMUSG00000079363.7	Gbp4	4538
ENSMUSG00000079362.5	Gm43302	4310
ENSMUSG00000105096.1	Gbp10	3528
ENSMUSG00000104713.4	Gbp6	4243
ENSMUSG00000092021.8	Gbp11	2692
ENSMUSG00000097237.1	Gm26519	2249
ENSMUSG00000106438.1	Gm32051	2385
ENSMUSG00000070639.5	Lrrc8b	6726
ENSMUSG00000105826.1	Gm42141	2172
ENSMUSG00000054720.12	Lrrc8c	6976
ENSMUSG00000085771.1	C230066G23Rik	650
ENSMUSG00000046079.16	Lrrc8d	5736
ENSMUSG00000067058.7	Rps15a-ps5	393
ENSMUSG00000084878.1	Lrrc8dos	586
ENSMUSG00000094708.1	Gm10359	1002
ENSMUSG00000105074.1	Gm43818	466
ENSMUSG00000029290.12	Zfp326	4672
ENSMUSG00000105341.1	Gm43817	2262
ENSMUSG00000105129.1	Gm19566	610
ENSMUSG00000095052.1	Gm25672	107
ENSMUSG00000106483.1	Gm32736	2701
ENSMUSG00000105600.1	Gm5987	1151
ENSMUSG00000106669.1	Gm38433	856
ENSMUSG00000105508.1	Gm32921	810
ENSMUSG00000105531.1	4930458A03Rik	961
ENSMUSG00000104604.1	Gm42915	323
ENSMUSG00000106594.1	4930432H08Rik	1284
ENSMUSG00000105618.1	Gm42916	1042
ENSMUSG00000034384.11	Barhl2	2314
ENSMUSG00000097018.2	Gm26872	2261
ENSMUSG00000099061.1	Gm28050	663
ENSMUSG00000098302.1	Gm28039	254
ENSMUSG00000101237.1	Gm29464	513
ENSMUSG00000091096.1	Gm17304	69
ENSMUSG00000106142.1	Gm17937	742
ENSMUSG00000049606.16	Zfp644	6256
ENSMUSG00000104706.1	Gm43421	2905
ENSMUSG00000088602.2	Gm24191	122
ENSMUSG00000106301.1	Gm8365	648
ENSMUSG00000043410.16	Hfm1	5018
ENSMUSG00000098703.1	Gm27527	99
ENSMUSG00000067047.4	Olfr719-ps	252
ENSMUSG00000029283.17	Cdc7	3679
ENSMUSG00000106554.1	Gm33474	1231
ENSMUSG00000029287.14	Tgfbr3	6087
ENSMUSG00000106643.1	Gm43422	3571
ENSMUSG00000105033.1	Gm43423	2094
ENSMUSG00000084218.1	Gm8145	745
ENSMUSG00000106671.1	Gm42900	2167
ENSMUSG00000088429.1	Gm22557	102
ENSMUSG00000029279.15	Brdt	4745
ENSMUSG00000081798.1	Gm8152	637
ENSMUSG00000106396.1	Gm42902	662
ENSMUSG00000064554.1	n-R5s173	119
ENSMUSG00000033805.12	Ephx4	1279
ENSMUSG00000090558.1	Gm17202	951
ENSMUSG00000033794.6	Lpcat2b	2782
ENSMUSG00000111375.4	Btbd8	5256
ENSMUSG00000089628.1	Gm9727	555
ENSMUSG00000106631.1	Gm42669	3445
ENSMUSG00000089798.9	1700028K03Rik	5249
ENSMUSG00000029276.13	Glmn	2042
ENSMUSG00000033773.14	Rpap2	2992
ENSMUSG00000085900.1	A930041C12Rik	537
ENSMUSG00000097035.2	Gm26692	688
ENSMUSG00000105421.1	5830411K02Rik	997
ENSMUSG00000106333.1	4930428O21Rik	1740
ENSMUSG00000029275.18	Gfi1	2860
ENSMUSG00000090030.1	A430072P03Rik	1510
ENSMUSG00000011831.16	Evi5	5849
ENSMUSG00000106288.1	Gm43593	1346
ENSMUSG00000063447.7	Ube2d2b	1678
ENSMUSG00000083609.1	Gm16007	286
ENSMUSG00000104748.1	Gm43592	1165
ENSMUSG00000058558.12	Rpl5	2045
ENSMUSG00000064453.1	Snord21	94
ENSMUSG00000077222.1	Gm22270	132
ENSMUSG00000077426.1	Gm26387	132
ENSMUSG00000029270.10	Dipk1a	2721
ENSMUSG00000084855.2	Gm9850	227
ENSMUSG00000096920.1	Rps19-ps8	422
ENSMUSG00000029267.17	Mtf2	4060
ENSMUSG00000063406.11	Tmed5	3800
ENSMUSG00000056531.11	Ccdc18	5336
ENSMUSG00000105554.1	Gm7118	1003
ENSMUSG00000105188.1	Gm8190	586
ENSMUSG00000105591.1	Gm43083	476
ENSMUSG00000029265.4	Dr1	3085
ENSMUSG00000106103.1	Gm43081	1380
ENSMUSG00000029263.15	Pigg	4573
ENSMUSG00000104904.1	9330198I05Rik	1095
ENSMUSG00000106304.1	Gm42518	938
ENSMUSG00000105867.2	Gm42517	1850
ENSMUSG00000072769.6	Gm10419	4059
ENSMUSG00000029491.7	Pde6b	4088
ENSMUSG00000050856.16	Atp5k	563
ENSMUSG00000029490.4	Mfsd7a	4591
ENSMUSG00000033623.13	Pcgf3	7708
ENSMUSG00000060730.8	Gm10086	354
ENSMUSG00000033615.9	Cplx1	2189
ENSMUSG00000105590.1	Gm43364	3274
ENSMUSG00000062234.14	Gak	4487
ENSMUSG00000105084.1	Gm43365	2106
ENSMUSG00000013495.15	Tmem175	3956
ENSMUSG00000004815.12	Dgkq	5345
ENSMUSG00000033540.18	Idua	3536
ENSMUSG00000046959.16	Slc26a1	3812
ENSMUSG00000008090.14	Fgfrl1	2329
ENSMUSG00000055385.12	Rnf212	1136
ENSMUSG00000101762.1	1700047L14Rik	511
ENSMUSG00000004821.1	Tmed11	763
ENSMUSG00000090961.2	Vmn2r8	9129
ENSMUSG00000093756.1	Gm18594	1403
ENSMUSG00000091624.2	Vmn2r9	10299
ENSMUSG00000093479.1	Gm20629	513
ENSMUSG00000103580.1	Gm10417	3522
ENSMUSG00000093510.1	Vmn2r-ps21	2947
ENSMUSG00000105808.1	Gm42627	224
ENSMUSG00000105193.1	Gm18971	374
ENSMUSG00000093725.1	Gm18595	1068
ENSMUSG00000067010.4	Vmn2r10	9268
ENSMUSG00000093545.1	Gm5871	718
ENSMUSG00000091450.2	Vmn2r11	7052
ENSMUSG00000090688.2	Vmn2r12	4607
ENSMUSG00000091635.2	Vmn2r13	5716
ENSMUSG00000091059.2	Vmn2r14	6601
ENSMUSG00000093543.1	Gm8473	1885
ENSMUSG00000091375.2	Vmn2r15	3585
ENSMUSG00000092080.2	Vmn2r16	8679
ENSMUSG00000093663.1	Gm7171	1349
ENSMUSG00000091879.2	Vmn2r17	7946
ENSMUSG00000105303.1	Gm18555	584
ENSMUSG00000093688.1	Gm8488	1280
ENSMUSG00000106028.1	Gm8493	489
ENSMUSG00000033467.12	Crlf2	1405
ENSMUSG00000094409.1	Vmn2r-ps23	571
ENSMUSG00000098393.1	Gm28000	85
ENSMUSG00000072763.2	5430403G16Rik	3341
ENSMUSG00000072762.9	4930522L14Rik	2001
ENSMUSG00000049477.5	Gm8508	363
ENSMUSG00000105471.1	A430073D23Rik	665
ENSMUSG00000105044.1	Gm10416	645
ENSMUSG00000097140.1	Gm26779	551
ENSMUSG00000097489.1	Gm26808	411
ENSMUSG00000090015.8	Gm15446	2417
ENSMUSG00000097863.1	1010001B22Rik	589
ENSMUSG00000066613.14	Zfp932	2509
ENSMUSG00000090963.2	Gm17655	1776
ENSMUSG00000109771.1	Gm35315	3523
ENSMUSG00000064247.14	Plcxd1	3314
ENSMUSG00000033434.15	Gtpbp6	1617
ENSMUSG00000023284.15	Zfp605	3158
ENSMUSG00000081865.1	Gm15484	828
ENSMUSG00000014668.15	Chfr	3201
ENSMUSG00000105541.1	Gm43136	636
ENSMUSG00000086247.7	Gm15787	1250
ENSMUSG00000029502.14	Golga3	8132
ENSMUSG00000104720.1	Gm43138	708
ENSMUSG00000104970.1	Gm43137	594
ENSMUSG00000029501.14	Ankle2	5215
ENSMUSG00000029500.16	Pgam5	2098
ENSMUSG00000097367.1	Gm26718	1378
ENSMUSG00000087439.1	Gm15788	751
ENSMUSG00000029499.11	Pxmp2	1041
ENSMUSG00000007080.14	Pole	7163
ENSMUSG00000087722.1	Gm26277	152
ENSMUSG00000081256.1	Gm15791	319
ENSMUSG00000085606.1	Gm15792	769
ENSMUSG00000029503.16	P2rx2	2096
ENSMUSG00000072754.9	Lrcol1	1024
ENSMUSG00000043323.17	Fbrsl1	4720
ENSMUSG00000097904.1	Gm26711	1833
ENSMUSG00000105482.1	Gm42596	1958
ENSMUSG00000105603.1	Gm32996	1447
ENSMUSG00000048215.14	A630023P12Rik	1221
ENSMUSG00000033316.14	Galnt9	2883
ENSMUSG00000033294.11	Noc4l	2075
ENSMUSG00000029504.5	Ddx51	4846
ENSMUSG00000105161.1	Gm42595	1607
ENSMUSG00000029505.17	Ep400	10685
ENSMUSG00000099284.1	Mir7026	67
ENSMUSG00000095178.1	Gm22716	107
ENSMUSG00000077254.1	Gm26079	133
ENSMUSG00000096238.1	Gm22583	107
ENSMUSG00000086401.1	Gm15559	2260
ENSMUSG00000029507.16	Pus1	1868
ENSMUSG00000097152.1	Gm26515	996
ENSMUSG00000029512.11	Ulk1	5213
ENSMUSG00000043510.12	Hscb	804
ENSMUSG00000029521.7	Chek2	2276
ENSMUSG00000104602.1	Gm42779	406
ENSMUSG00000033209.17	Ttc28	10780
ENSMUSG00000081104.1	Gm15989	498
ENSMUSG00000105112.1	Gm42778	553
ENSMUSG00000076163.1	Mir701	109
ENSMUSG00000083771.1	Gm15988	367
ENSMUSG00000105890.1	Gm42780	734
ENSMUSG00000106153.1	Gm43677	2378
ENSMUSG00000105027.1	Gm43676	540
ENSMUSG00000099130.1	Gm27602	111
ENSMUSG00000106374.1	Gm27680	807
ENSMUSG00000099219.1	Gm27680	160
ENSMUSG00000050017.11	Pitpnb	2761
ENSMUSG00000104559.1	Gm43118	775
ENSMUSG00000070576.4	Mn1	6860
ENSMUSG00000106560.1	Gm43119	2122
ENSMUSG00000052848.7	C130026L21Rik	2472
ENSMUSG00000104833.1	Gm42489	669
ENSMUSG00000096949.1	Gm26897	93
ENSMUSG00000085271.7	E130006D01Rik	906
ENSMUSG00000085919.1	Gm16019	261
ENSMUSG00000105376.4	Gm36535	511
ENSMUSG00000106060.1	Gm42488	3225
ENSMUSG00000104538.1	1700016B01Rik	270
ENSMUSG00000101683.6	1700028D13Rik	675
ENSMUSG00000097767.8	Miat	9163
ENSMUSG00000097986.2	Gm26953	2087
ENSMUSG00000098395.1	Gm27998	361
ENSMUSG00000099235.1	Gm27882	74
ENSMUSG00000098599.1	Gm27627	150
ENSMUSG00000099010.1	Gm27357	135
ENSMUSG00000066975.12	Cryba4	808
ENSMUSG00000029343.17	Crybb1	882
ENSMUSG00000029344.14	Tpst2	1835
ENSMUSG00000029345.13	Tfip11	3560
ENSMUSG00000029346.12	Srrd	1110
ENSMUSG00000042328.13	Hps4	3345
ENSMUSG00000051503.2	Gm6583	2233
ENSMUSG00000105368.1	Gm43759	1261
ENSMUSG00000104885.1	Gm43758	367
ENSMUSG00000093637.1	Gm20636	707
ENSMUSG00000029348.11	Asphd2	2678
ENSMUSG00000058153.15	Sez6l	6055
ENSMUSG00000072722.2	Gm6588	2313
ENSMUSG00000098027.1	Gm27004	727
ENSMUSG00000097962.7	1700034G24Rik	1081
ENSMUSG00000105735.1	4933415J04Rik	1301
ENSMUSG00000105152.1	Gm42864	1436
ENSMUSG00000104807.1	Gm42865	613
ENSMUSG00000072720.9	Myo18b	8280
ENSMUSG00000098230.7	1700095B10Rik	978
ENSMUSG00000042249.11	Grk3	6533
ENSMUSG00000065373.1	Gm22740	109
ENSMUSG00000042240.14	Crybb2	906
ENSMUSG00000105406.1	Gm43247	481
ENSMUSG00000029352.14	Crybb3	1419
ENSMUSG00000051339.10	2900026A02Rik	10238
ENSMUSG00000106541.1	Gm43246	564
ENSMUSG00000104576.1	F830115B05Rik	1894
ENSMUSG00000106191.1	4930557B06Rik	381
ENSMUSG00000106659.1	Gm42161	726
ENSMUSG00000106206.1	Gm43094	921
ENSMUSG00000066964.2	Tmem211	1827
ENSMUSG00000042216.13	Sgsm1	5161
ENSMUSG00000104705.1	4930405N21Rik	1200
ENSMUSG00000105174.1	Gm43353	1295
ENSMUSG00000105778.1	Mir7229	53
ENSMUSG00000104840.1	Mir7230	56
ENSMUSG00000053873.1	Aym1	528
ENSMUSG00000063430.9	Wscd2	6525
ENSMUSG00000042190.12	Cmklr1	2882
ENSMUSG00000085713.1	Gm15736	420
ENSMUSG00000042184.11	1700069L16Rik	706
ENSMUSG00000053334.6	Ficd	3133
ENSMUSG00000018974.7	Sart3	4447
ENSMUSG00000105031.1	Gm3511	204
ENSMUSG00000025825.12	Iscu	1395
ENSMUSG00000054675.5	Tmem119	2242
ENSMUSG00000104972.1	Gm19931	368
ENSMUSG00000048163.13	Selplg	2314
ENSMUSG00000004530.12	Coro1c	5130
ENSMUSG00000090458.1	Gm17122	372
ENSMUSG00000106623.1	Gm43335	3276
ENSMUSG00000105071.1	Gm43336	4504
ENSMUSG00000105664.1	Gm42797	494
ENSMUSG00000065320.1	Gm22056	81
ENSMUSG00000042121.16	Ssh1	8436
ENSMUSG00000042096.15	Dao	2057
ENSMUSG00000042078.14	Svop	3379
ENSMUSG00000029592.11	Usp30	4604
ENSMUSG00000106484.1	Gm17833	1065
ENSMUSG00000105514.1	Gm42913	1853
ENSMUSG00000044339.12	Alkbh2	1073
ENSMUSG00000029591.14	Ung	3099
ENSMUSG00000042010.16	Acacb	8788
ENSMUSG00000084243.1	Gm13784	519
ENSMUSG00000042002.11	Foxn4	3016
ENSMUSG00000066952.11	Myo1h	4631
ENSMUSG00000001098.15	Kctd10	3103
ENSMUSG00000029577.13	Ube3b	5194
ENSMUSG00000098731.1	Mir7027	72
ENSMUSG00000029575.17	Mmab	3020
ENSMUSG00000041939.14	Mvk	2380
ENSMUSG00000086302.1	Gm13790	473
ENSMUSG00000041930.7	Fam222a	2930
ENSMUSG00000014158.12	Trpv4	3228
ENSMUSG00000011884.13	Gltp	1762
ENSMUSG00000002486.15	Tchp	3138
ENSMUSG00000107340.1	Gm42789	567
ENSMUSG00000098656.1	Mir7028	64
ENSMUSG00000041890.17	Git2	7440
ENSMUSG00000092183.1	4930515G01Rik	1247
ENSMUSG00000041870.16	Ankrd13a	3717
ENSMUSG00000072694.8	1500011B03Rik	1333
ENSMUSG00000082052.1	Ywhaq-ps2	643
ENSMUSG00000107256.1	Gm13821	3201
ENSMUSG00000098343.1	Mir6240	117
ENSMUSG00000029564.12	4930519G04Rik	2198
ENSMUSG00000107108.2	Gm9936	4359
ENSMUSG00000080707.1	Gm13823	345
ENSMUSG00000029561.17	Oasl2	3123
ENSMUSG00000087477.1	Gm13822	346
ENSMUSG00000041827.15	Oasl1	2181
ENSMUSG00000029559.15	2210016L21Rik	2607
ENSMUSG00000029556.12	Hnf1a	3191
ENSMUSG00000086054.2	Hnf1aos1	740
ENSMUSG00000086140.1	Hnf1aos2	442
ENSMUSG00000106838.1	1810017P11Rik	558
ENSMUSG00000029550.11	Sppl3	3204
ENSMUSG00000107054.1	C730045M19Rik	1315
ENSMUSG00000086167.3	Gm13827	372
ENSMUSG00000072693.2	Gm10401	607
ENSMUSG00000072692.7	Rpl37rt	682
ENSMUSG00000029545.13	Acads	2023
ENSMUSG00000046562.5	Unc119b	3659
ENSMUSG00000048578.11	Mlec	5955
ENSMUSG00000029544.16	Cabp1	3914
ENSMUSG00000083182.1	Gm13828	363
ENSMUSG00000060152.14	Pop5	1587
ENSMUSG00000041740.16	Rnf10	3476
ENSMUSG00000083875.1	Gm13831	302
ENSMUSG00000041733.10	Coq5	2037
ENSMUSG00000082610.1	Gm13829	138
ENSMUSG00000009013.5	Dynll1	2242
ENSMUSG00000086368.2	Gm13830	1851
ENSMUSG00000029538.14	Srsf9	1392
ENSMUSG00000029536.8	Gatc	1797
ENSMUSG00000029535.4	Triap1	1088
ENSMUSG00000041697.8	Cox6a1	620
ENSMUSG00000107288.1	Gm42903	481
ENSMUSG00000086352.1	4930401G09Rik	637
ENSMUSG00000087292.1	Gm13832	414
ENSMUSG00000106887.1	A930005G22Rik	1904
ENSMUSG00000107240.1	Gm43231	2258
ENSMUSG00000054256.11	Msi1	3133
ENSMUSG00000107353.1	4930430O22Rik	579
ENSMUSG00000029522.12	Pla2g1b	557
ENSMUSG00000029524.16	Sirt4	1794
ENSMUSG00000096243.1	Gm24265	141
ENSMUSG00000094377.1	Gm24407	141
ENSMUSG00000081282.2	Gm13836	501
ENSMUSG00000029528.19	Pxn	3761
ENSMUSG00000086849.1	Gm13840	256
ENSMUSG00000067274.10	Rplp0	1358
ENSMUSG00000041638.18	Gcn1l1	8555
ENSMUSG00000099047.1	Mir7029	61
ENSMUSG00000107121.1	1110006O24Rik	768
ENSMUSG00000029518.15	Rab35	2820
ENSMUSG00000099254.1	Mir7030	60
ENSMUSG00000041609.16	Bicdl1	3026
ENSMUSG00000083833.4	Gm13841	483
ENSMUSG00000029516.19	Cit	9514
ENSMUSG00000106869.1	Gm42473	2291
ENSMUSG00000107263.1	Gm42471	1865
ENSMUSG00000085376.1	Gm14508	901
ENSMUSG00000029513.14	Prkab1	2089
ENSMUSG00000084992.1	Gm13842	865
ENSMUSG00000090728.1	Gm17420	153
ENSMUSG00000079278.1	Tmem233	2477
ENSMUSG00000086655.1	C330018A13Rik	1599
ENSMUSG00000043913.14	Ccdc60	3522
ENSMUSG00000086122.1	Gm14507	347
ENSMUSG00000086055.1	Gm13837	337
ENSMUSG00000087124.1	Gm13839	506
ENSMUSG00000084921.1	Gm13838	531
ENSMUSG00000086715.1	B230112J18Rik	602
ENSMUSG00000106766.1	4933424N20Rik	1463
ENSMUSG00000086945.1	4930562A09Rik	734
ENSMUSG00000041548.4	Hspb8	1816
ENSMUSG00000086219.7	Srrm4os	3360
ENSMUSG00000063919.11	Srrm4	7472
ENSMUSG00000107021.1	Gm42853	1387
ENSMUSG00000107172.1	4933430H06Rik	1343
ENSMUSG00000106914.1	Gm42854	722
ENSMUSG00000107369.1	Gstm2-ps1	657
ENSMUSG00000106909.1	Gm43122	526
ENSMUSG00000107237.1	Gm29926	660
ENSMUSG00000041512.3	4930569F06Rik	433
ENSMUSG00000107327.1	Gm7478	581
ENSMUSG00000066900.11	Suds3	9778
ENSMUSG00000086047.1	9530046B11Rik	1157
ENSMUSG00000061288.13	Taok3	4467
ENSMUSG00000107225.1	Gm43637	2926
ENSMUSG00000084587.1	n-R5s174	121
ENSMUSG00000032959.12	Pebp1	1240
ENSMUSG00000106829.1	Gm3786	378
ENSMUSG00000106714.1	Gm42546	2592
ENSMUSG00000097163.2	BC051077	2044
ENSMUSG00000072688.2	Gm10399	748
ENSMUSG00000066894.14	Vsig10	4236
ENSMUSG00000081274.2	Gm15727	437
ENSMUSG00000029364.15	Wsb2	3357
ENSMUSG00000029363.14	Rfc5	3751
ENSMUSG00000086075.1	Gm15728	3492
ENSMUSG00000061578.8	Ksr2	13125
ENSMUSG00000107199.1	Gm42550	960
ENSMUSG00000029361.18	Nos1	10123
ENSMUSG00000104071.1	Gm37028	107
ENSMUSG00000098072.1	Gm26995	1306
ENSMUSG00000088085.1	Gm25343	107
ENSMUSG00000032898.9	Fbxo21	3959
ENSMUSG00000107058.1	Gm42545	922
ENSMUSG00000029359.13	Tesc	1031
ENSMUSG00000032867.8	Fbxw8	5000
ENSMUSG00000029360.3	Gm9754	3004
ENSMUSG00000088293.1	Gm26411	107
ENSMUSG00000046607.6	Hrk	5382
ENSMUSG00000032850.16	Rnft2	4431
ENSMUSG00000089248.1	Gm24050	290
ENSMUSG00000032840.7	2410131K14Rik	5649
ENSMUSG00000095477.1	Gm25076	132
ENSMUSG00000106812.1	Gm28563	211
ENSMUSG00000093041.1	Gm26455	92
ENSMUSG00000082365.2	Gm15754	758
ENSMUSG00000018076.12	Med13l	9296
ENSMUSG00000106912.1	Gm43785	1345
ENSMUSG00000107286.1	Gm43788	2417
ENSMUSG00000106798.1	Gm43275	1020
ENSMUSG00000107116.1	Gm43274	5000
ENSMUSG00000107115.1	Gm43052	1628
ENSMUSG00000107364.1	Gm43051	2678
ENSMUSG00000106708.1	Gm43782	229
ENSMUSG00000106745.1	Gm43342	924
ENSMUSG00000107144.1	4930413E15Rik	1290
ENSMUSG00000107371.1	Gm43784	2436
ENSMUSG00000100573.1	1700081H04Rik	1128
ENSMUSG00000107334.1	Gm7538	1348
ENSMUSG00000084548.1	n-R5s175	117
ENSMUSG00000106938.1	Gm31314	609
ENSMUSG00000087516.7	Tbx3os1	1787
ENSMUSG00000106991.1	Gm43399	2374
ENSMUSG00000085708.1	Gm16063	1701
ENSMUSG00000085345.1	Gm16064	464
ENSMUSG00000018604.18	Tbx3	4982
ENSMUSG00000086847.1	Tbx3os2	1345
ENSMUSG00000107053.1	1700021F13Rik	469
ENSMUSG00000106795.2	Gm43050	2266
ENSMUSG00000018263.11	Tbx5	3942
ENSMUSG00000107084.1	Gm43269	518
ENSMUSG00000107063.1	Gm38554	708
ENSMUSG00000064617.1	n-R5s176	109
ENSMUSG00000029594.12	Rbm19	4010
ENSMUSG00000097368.2	Gm10390	4269
ENSMUSG00000106915.1	Gm42655	1134
ENSMUSG00000080412.1	Gm26474	122
ENSMUSG00000107141.1	Gm42654	494
ENSMUSG00000098649.2	Gm27199	623
ENSMUSG00000029595.9	Lhx5	2689
ENSMUSG00000029596.13	Sdsl	1476
ENSMUSG00000029597.14	Sds	1288
ENSMUSG00000086165.1	Gm15690	432
ENSMUSG00000029598.12	Plbd2	4631
ENSMUSG00000032754.14	Slc8b1	2898
ENSMUSG00000032741.9	Tpcn1	4712
ENSMUSG00000106825.1	2510016D11Rik	985
ENSMUSG00000029601.13	Iqcd	1673
ENSMUSG00000029600.10	Rita1	1668
ENSMUSG00000029599.13	Ddx54	4322
ENSMUSG00000107191.1	Gm43579	1307
ENSMUSG00000094282.1	Cfap73	921
ENSMUSG00000107004.1	Gm42657	211
ENSMUSG00000089830.1	Gm15749	612
ENSMUSG00000029602.11	Rasal1	3251
ENSMUSG00000029603.15	Dtx1	4035
ENSMUSG00000032690.16	Oas2	3961
ENSMUSG00000107075.1	Gm43068	1273
ENSMUSG00000032661.9	Oas3	4720
ENSMUSG00000107179.1	Gm43069	859
ENSMUSG00000066867.8	Oas1e	1801
ENSMUSG00000001166.17	Oas1c	2291
ENSMUSG00000029605.16	Oas1b	1837
ENSMUSG00000053765.4	Oas1f	1480
ENSMUSG00000092939.1	Gm22907	126
ENSMUSG00000001168.16	Oas1h	1703
ENSMUSG00000066861.14	Oas1g	1977
ENSMUSG00000052776.10	Oas1a	1885
ENSMUSG00000032623.9	Oas1d	2021
ENSMUSG00000029608.10	Rph3a	4150
ENSMUSG00000106841.1	Gm42656	2305
ENSMUSG00000043733.14	Ptpn11	7442
ENSMUSG00000106940.1	Gm42930	3260
ENSMUSG00000029614.13	Rpl6	1270
ENSMUSG00000064841.1	Gm26205	134
ENSMUSG00000042744.16	Hectd4	15482
ENSMUSG00000077347.1	Gm24671	158
ENSMUSG00000042726.14	Trafd1	3083
ENSMUSG00000104985.1	Gm42917	928
ENSMUSG00000106209.1	Gm42918	1580
ENSMUSG00000042719.17	Naa25	5447
ENSMUSG00000106115.1	Gm43420	1857
ENSMUSG00000029616.9	Erp29	5204
ENSMUSG00000029452.18	Tmem116	2221
ENSMUSG00000082760.2	Gm15546	826
ENSMUSG00000062438.4	Adam1b	3338
ENSMUSG00000104999.1	4930477O15Rik	1089
ENSMUSG00000072647.6	Adam1a	4783
ENSMUSG00000105340.5	Gm42878	4783
ENSMUSG00000029454.15	Mapkapk5	2234
ENSMUSG00000082265.1	Gm15547	333
ENSMUSG00000029455.14	Aldh2	3867
ENSMUSG00000106590.1	Gm42879	2214
ENSMUSG00000042647.13	Acad12	3881
ENSMUSG00000029456.12	Acad10	4751
ENSMUSG00000029458.14	Brap	4318
ENSMUSG00000042605.16	Atxn2	6946
ENSMUSG00000106110.1	Gm43571	3098
ENSMUSG00000089729.1	Gm16552	685
ENSMUSG00000105179.1	Gm42866	3304
ENSMUSG00000042594.16	Sh2b3	4313
ENSMUSG00000099063.1	Mir7031	65
ENSMUSG00000104872.1	1700008B11Rik	634
ENSMUSG00000104719.1	4933437G19Rik	1178
ENSMUSG00000044134.9	Pheta1	2368
